analysis_id,study_id,contrast_id,comparison_task,matched_task_names,analysis_name,study_name,authors,publication
b6XaX5xqJi3a-NAEKuAwon4Yy,b6XaX5xqJi3a,NAEKuAwon4Yy,flanker,Incentive Flanker Task,CONTROL-3,Hyperactive Error Responses and Altered Connectivity in Ventromedial and Frontoinsular Cortices in Obsessive-Compulsive Disorder,E. Stern; R. Welsh; K. Fitzgerald; W. Gehring; Jamey J. Lister; J. Himle; J. Abelson; S. Taylor,Biological Psychiatry
b6XaX5xqJi3a-TrGfL7PGFp2z,b6XaX5xqJi3a,TrGfL7PGFp2z,flanker,Incentive Flanker Task,OCD,Hyperactive Error Responses and Altered Connectivity in Ventromedial and Frontoinsular Cortices in Obsessive-Compulsive Disorder,E. Stern; R. Welsh; K. Fitzgerald; W. Gehring; Jamey J. Lister; J. Himle; J. Abelson; S. Taylor,Biological Psychiatry
b6XaX5xqJi3a-pUW5zgEp38D6,b6XaX5xqJi3a,pUW5zgEp38D6,flanker,Incentive Flanker Task,OCD-3,Hyperactive Error Responses and Altered Connectivity in Ventromedial and Frontoinsular Cortices in Obsessive-Compulsive Disorder,E. Stern; R. Welsh; K. Fitzgerald; W. Gehring; Jamey J. Lister; J. Himle; J. Abelson; S. Taylor,Biological Psychiatry
b6XaX5xqJi3a-vKewPMWxSv7y,b6XaX5xqJi3a,vKewPMWxSv7y,flanker,Incentive Flanker Task,CONTROL,Hyperactive Error Responses and Altered Connectivity in Ventromedial and Frontoinsular Cortices in Obsessive-Compulsive Disorder,E. Stern; R. Welsh; K. Fitzgerald; W. Gehring; Jamey J. Lister; J. Himle; J. Abelson; S. Taylor,Biological Psychiatry
cStncLmYA7fT-PqFsLT3HMsP5,cStncLmYA7fT,PqFsLT3HMsP5,flanker,Speeded Modified Flankers Task,21570,Neural correlates of error detection and error correction: is there a common neuroanatomical substrate?,"Fiehler K, Ullsperger M, von Cramon DY",The European journal of neuroscience
cStncLmYA7fT-nUGY8SbW22E2,cStncLmYA7fT,nUGY8SbW22E2,flanker,Speeded Modified Flankers Task,21569,Neural correlates of error detection and error correction: is there a common neuroanatomical substrate?,"Fiehler K, Ullsperger M, von Cramon DY",The European journal of neuroscience
d2g6SoBRpX7W-89TTLPYxA2FU,d2g6SoBRpX7W,89TTLPYxA2FU,flanker,Posner-like cueing task with flanker task,Attention (reorienting/focused; conjunction over attention types),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d2g6SoBRpX7W-DbumgJyvbtra,d2g6SoBRpX7W,DbumgJyvbtra,flanker,Posner-like cueing task with flanker task,Spatial attention>feature-based attention (reorienting),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d2g6SoBRpX7W-KWeqgHMJEjjM,d2g6SoBRpX7W,KWeqgHMJEjjM,flanker,Posner-like cueing task with flanker task,Focused attention (conjunction over attention types),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d2g6SoBRpX7W-R5Jez3mhVvgU,d2g6SoBRpX7W,R5Jez3mhVvgU,flanker,Posner-like cueing task with flanker task,Reorienting (conjunction over attention types),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d2g6SoBRpX7W-UwZGkSxUb3NK,d2g6SoBRpX7W,UwZGkSxUb3NK,flanker,Posner-like cueing task with flanker task,Reorienting (Feature-based task),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d2g6SoBRpX7W-xy8FkGC2Bhbu,d2g6SoBRpX7W,xy8FkGC2Bhbu,flanker,Posner-like cueing task with flanker task,Reorienting (Spatial task),Differences and Similarities for Spatial and Feature-Based Selective Attentional Orienting,Daniela Galashan; J. Siemann,Frontiers in Neuroscience
d7Bnfbs4KiQj-4Ko2C5QRJbkm,d7Bnfbs4KiQj,4Ko2C5QRJbkm,flanker,Flanker Interference Task,Patients,Error-related hyperactivity of the anterior cingulate cortex in obsessive-compulsive disorder,K. Fitzgerald; R. Welsh; W. Gehring; J. Abelson; J. Himle; I. Liberzon; S. Taylor,Biological Psychiatry
d7Bnfbs4KiQj-7Sb8FYBVk9LF,d7Bnfbs4KiQj,7Sb8FYBVk9LF,flanker,Flanker Interference Task,Control Subjects,Error-related hyperactivity of the anterior cingulate cortex in obsessive-compulsive disorder,K. Fitzgerald; R. Welsh; W. Gehring; J. Abelson; J. Himle; I. Liberzon; S. Taylor,Biological Psychiatry
eJChuXv2HAVD-2nZJcvFsQ9Lp,eJChuXv2HAVD,2nZJcvFsQ9Lp,flanker,Dimensional Change Card Sort Test (DCCS) | Flanker Inhibitory Control and Attention Test (FL) | List Sorting Working Memory Test (LSWM),VBM: Negative associations of GMV with DCCS performance (pFWE<0.05),When less is more: Structural correlates of core executive functions in young adults – A VBM and cortical thickness study,C. Weise; Tobias Bachmann; M. Schroeter; D. Saur,NeuroImage
eJChuXv2HAVD-eNht373WGKDZ,eJChuXv2HAVD,eNht373WGKDZ,flanker,Dimensional Change Card Sort Test (DCCS) | Flanker Inhibitory Control and Attention Test (FL) | List Sorting Working Memory Test (LSWM),SBM: Negative associations of cortical thickness with FL performance (pFWE<0.1),When less is more: Structural correlates of core executive functions in young adults – A VBM and cortical thickness study,C. Weise; Tobias Bachmann; M. Schroeter; D. Saur,NeuroImage
eJChuXv2HAVD-sU5msZNf6AGx,eJChuXv2HAVD,sU5msZNf6AGx,flanker,Dimensional Change Card Sort Test (DCCS) | Flanker Inhibitory Control and Attention Test (FL) | List Sorting Working Memory Test (LSWM),SBM: Negative associations of cortical thickness with DCCS performance (pFWE<0.1),When less is more: Structural correlates of core executive functions in young adults – A VBM and cortical thickness study,C. Weise; Tobias Bachmann; M. Schroeter; D. Saur,NeuroImage
eJChuXv2HAVD-zF6pDSzxBZuj,eJChuXv2HAVD,zF6pDSzxBZuj,flanker,Dimensional Change Card Sort Test (DCCS) | Flanker Inhibitory Control and Attention Test (FL) | List Sorting Working Memory Test (LSWM),VBM: Negative associations of GMV with FL performance (pFWE<0.1),When less is more: Structural correlates of core executive functions in young adults – A VBM and cortical thickness study,C. Weise; Tobias Bachmann; M. Schroeter; D. Saur,NeuroImage
eno4RJ6Urnzk-98L8uJoThgGD,eno4RJ6Urnzk,98L8uJoThgGD,flanker,Modified Eriksen Flanker Task,table 2,A functional MRI investigation of the association between childhood aerobic fitness and neurocognitive control,L. Chaddock; Kirk I. Erickson; R. Prakash; M. Voss; Matt Vanpatter; Matthew B. Pontifex; Charles H Hillman; Art F. Kramer,Biological Psychology
fxF3YwjN7gDr-6JpjSXvfefgg,fxF3YwjN7gDr,6JpjSXvfefgg,flanker,Free-choice paradigm | Eriksen Flanker task,Incorrect trials,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
fxF3YwjN7gDr-Wo2GzDZTPWxK,fxF3YwjN7gDr,Wo2GzDZTPWxK,flanker,Free-choice paradigm | Eriksen Flanker task,Difference wave-2,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
fxF3YwjN7gDr-d3BCtR2nPiDA,fxF3YwjN7gDr,d3BCtR2nPiDA,flanker,Free-choice paradigm | Eriksen Flanker task,Self-difficult,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
fxF3YwjN7gDr-jf9XKPF8yQTW,fxF3YwjN7gDr,jf9XKPF8yQTW,flanker,Free-choice paradigm | Eriksen Flanker task,Self-easy,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
fxF3YwjN7gDr-sTzkyqgeT2Ci,fxF3YwjN7gDr,sTzkyqgeT2Ci,flanker,Free-choice paradigm | Eriksen Flanker task,Difference wave,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
fxF3YwjN7gDr-sWiL6A3Emuaw,fxF3YwjN7gDr,sWiL6A3Emuaw,flanker,Free-choice paradigm | Eriksen Flanker task,Correct trials,Neural Mechanisms of Cognitive Dissonance (Revised): An EEG Study,M. Colosio; A. Shestakova; V. Nikulin; E. Blagovechtchenski; V. Klucharev,Journal of Neuroscience
gtmGhVJvPHTh-AeMdfdaBnMB9,gtmGhVJvPHTh,AeMdfdaBnMB9,flanker,Flanker Task,I,fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gtmGhVJvPHTh-HkDqenTassgR,gtmGhVJvPHTh,HkDqenTassgR,flanker,Flanker Task,INC>CON (valid cues),fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gtmGhVJvPHTh-QkhS2qmoGo8A,gtmGhVJvPHTh,QkhS2qmoGo8A,flanker,Flanker Task,C,fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gtmGhVJvPHTh-RRjWTjpoD3mq,gtmGhVJvPHTh,RRjWTjpoD3mq,flanker,Flanker Task,INC>CON (all cue types),fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gtmGhVJvPHTh-TkvQqD2A9Ecp,gtmGhVJvPHTh,TkvQqD2A9Ecp,flanker,Flanker Task,C/I,fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gtmGhVJvPHTh-iET83ukPPzwW,gtmGhVJvPHTh,iET83ukPPzwW,flanker,Flanker Task,RS fitted (no reference to original fMRI clusters),fMRI-constrained source analysis reveals early top-down modulations of interference processing using a flanker task,J. Siemann; M. Herrmann; Daniela Galashan,NeuroImage
gycJbjJ6boqx-3WJJrveh773r,gycJbjJ6boqx,3WJJrveh773r,flanker,Go/No-Go Task | Flanker Task | Stimulus-Response Compatibility Task (SRC),tbl3,Common and unique components of response inhibition revealed by fMRI,"Wager TD, Sylvester CY, Lacey SC, Nee DE, Franklin M, Jonides J",NeuroImage
gycJbjJ6boqx-47vQfxQH63wA,gycJbjJ6boqx,47vQfxQH63wA,flanker,Go/No-Go Task | Flanker Task | Stimulus-Response Compatibility Task (SRC),tbl4,Common and unique components of response inhibition revealed by fMRI,"Wager TD, Sylvester CY, Lacey SC, Nee DE, Franklin M, Jonides J",NeuroImage
gycJbjJ6boqx-6LGhV9rwAu2L,gycJbjJ6boqx,6LGhV9rwAu2L,flanker,Go/No-Go Task | Flanker Task | Stimulus-Response Compatibility Task (SRC),tbl1,Common and unique components of response inhibition revealed by fMRI,"Wager TD, Sylvester CY, Lacey SC, Nee DE, Franklin M, Jonides J",NeuroImage
gycJbjJ6boqx-8K59xyaBqxZG,gycJbjJ6boqx,8K59xyaBqxZG,flanker,Go/No-Go Task | Flanker Task | Stimulus-Response Compatibility Task (SRC),tbl2,Common and unique components of response inhibition revealed by fMRI,"Wager TD, Sylvester CY, Lacey SC, Nee DE, Franklin M, Jonides J",NeuroImage
gzLqLE8KofDL-mkrUH9pvHKEg,gzLqLE8KofDL,mkrUH9pvHKEg,flanker,Eriksen Flanker Task,Young adults > Others,The Lifespan Trajectories of Brain Activities Related to Cognitive Control,Zhenghan Li; Isaac T. Petersen; Lingxiao Wang; J. Raduà; Guochun Yang; Xun Liu,bioRxiv
h8MtK8S79dkJ-dLp7xNT8J8Gf,h8MtK8S79dkJ,dLp7xNT8J8Gf,flanker,Flanker Task,tbl4,Atrophy in two attention networks is associated with performance on a Flanker task in neurodegenerative disease,T. Luks; M. Oliveira; K. Possin; A. Bird; B. Miller; M. Weiner; J. Kramer,Neuropsychologia
hEEUmwnW6wCr-cwg8NeWN9QpV,hEEUmwnW6wCr,cwg8NeWN9QpV,flanker,Stroop Task | Flanker Task,"Paired-samples t-tests (post time interval; CON > EXP) – independent from interaction effect (condition × time) – within cingulate gyrus, without cluster size-threshold","A drop in cognitive performance, whodunit? Subjective mental fatigue, brain deactivation or increased parasympathetic activity? It's complicated!",J. Cutsem; P. Schuerbeek; N. Pattyn; H. Raeymaekers; J. D. Mey; R. Meeusen; B. Roelands,Cortex
hEEUmwnW6wCr-xb6r7jhnAvig,hEEUmwnW6wCr,xb6r7jhnAvig,flanker,Stroop Task | Flanker Task,Paired-samples t-tests (post time interval; CON > EXP) – independent from interaction effect (condition × time),"A drop in cognitive performance, whodunit? Subjective mental fatigue, brain deactivation or increased parasympathetic activity? It's complicated!",J. Cutsem; P. Schuerbeek; N. Pattyn; H. Raeymaekers; J. D. Mey; R. Meeusen; B. Roelands,Cortex
hx2VebeHx7mf-8tLzsxht6Jpw,hx2VebeHx7mf,8tLzsxht6Jpw,flanker,Flanker Task,vMPFC,Lovastatin regulates brain spontaneous low-frequency brain activity in Neurofibromatosis type 1,Camille Chabernaud; M. Mennes; P. Kardel; W. Gaillard; M. Kalbfleisch; J. VanMeter; R. Packer; M. Milham; M. Milham; F. X. Castellanos; F. X. Castellanos; M. Acosta,Neuroscience Letters
hx2VebeHx7mf-MkMqrBbdGj9w,hx2VebeHx7mf,MkMqrBbdGj9w,flanker,Flanker Task,dMPFC,Lovastatin regulates brain spontaneous low-frequency brain activity in Neurofibromatosis type 1,Camille Chabernaud; M. Mennes; P. Kardel; W. Gaillard; M. Kalbfleisch; J. VanMeter; R. Packer; M. Milham; M. Milham; F. X. Castellanos; F. X. Castellanos; M. Acosta,Neuroscience Letters
hx2VebeHx7mf-Qbst3Q7rFRB9,hx2VebeHx7mf,Qbst3Q7rFRB9,flanker,Flanker Task,TempP,Lovastatin regulates brain spontaneous low-frequency brain activity in Neurofibromatosis type 1,Camille Chabernaud; M. Mennes; P. Kardel; W. Gaillard; M. Kalbfleisch; J. VanMeter; R. Packer; M. Milham; M. Milham; F. X. Castellanos; F. X. Castellanos; M. Acosta,Neuroscience Letters
hx2VebeHx7mf-aP9xfKgZFiUf,hx2VebeHx7mf,aP9xfKgZFiUf,flanker,Flanker Task,Rsp,Lovastatin regulates brain spontaneous low-frequency brain activity in Neurofibromatosis type 1,Camille Chabernaud; M. Mennes; P. Kardel; W. Gaillard; M. Kalbfleisch; J. VanMeter; R. Packer; M. Milham; M. Milham; F. X. Castellanos; F. X. Castellanos; M. Acosta,Neuroscience Letters
hx2VebeHx7mf-owhy26fvtieE,hx2VebeHx7mf,owhy26fvtieE,flanker,Flanker Task,PCC,Lovastatin regulates brain spontaneous low-frequency brain activity in Neurofibromatosis type 1,Camille Chabernaud; M. Mennes; P. Kardel; W. Gaillard; M. Kalbfleisch; J. VanMeter; R. Packer; M. Milham; M. Milham; F. X. Castellanos; F. X. Castellanos; M. Acosta,Neuroscience Letters
i79DSP3cNGkt-2QBmusaMjzwD,i79DSP3cNGkt,2QBmusaMjzwD,flanker,Eriksen Flanker Task,Cingulate,Hypo-activity of the dorsolateral prefrontal cortex relates to increased reaction time variability in patients with schizophrenia,G. Panagiotaropoulou; E. Thrapsanioti; E. Pappa; C. Grigoras; D. Mylonas; E. Karavasilis; G. Velonakis; N. Kelekis; N. Smyrnis,NeuroImage: Clinical
i79DSP3cNGkt-3uKwN6gbqWFC,i79DSP3cNGkt,3uKwN6gbqWFC,flanker,Eriksen Flanker Task,Right temporal lobe,Hypo-activity of the dorsolateral prefrontal cortex relates to increased reaction time variability in patients with schizophrenia,G. Panagiotaropoulou; E. Thrapsanioti; E. Pappa; C. Grigoras; D. Mylonas; E. Karavasilis; G. Velonakis; N. Kelekis; N. Smyrnis,NeuroImage: Clinical
i79DSP3cNGkt-9F7LDJREe5DF,i79DSP3cNGkt,9F7LDJREe5DF,flanker,Eriksen Flanker Task,Bilateral parietal lobes,Hypo-activity of the dorsolateral prefrontal cortex relates to increased reaction time variability in patients with schizophrenia,G. Panagiotaropoulou; E. Thrapsanioti; E. Pappa; C. Grigoras; D. Mylonas; E. Karavasilis; G. Velonakis; N. Kelekis; N. Smyrnis,NeuroImage: Clinical
i79DSP3cNGkt-h8zjgKmKXNf7,i79DSP3cNGkt,h8zjgKmKXNf7,flanker,Eriksen Flanker Task,Bilateral frontal lobes,Hypo-activity of the dorsolateral prefrontal cortex relates to increased reaction time variability in patients with schizophrenia,G. Panagiotaropoulou; E. Thrapsanioti; E. Pappa; C. Grigoras; D. Mylonas; E. Karavasilis; G. Velonakis; N. Kelekis; N. Smyrnis,NeuroImage: Clinical
i79DSP3cNGkt-ySoJouQDTYUt,i79DSP3cNGkt,ySoJouQDTYUt,flanker,Eriksen Flanker Task,Right frontal lobe,Hypo-activity of the dorsolateral prefrontal cortex relates to increased reaction time variability in patients with schizophrenia,G. Panagiotaropoulou; E. Thrapsanioti; E. Pappa; C. Grigoras; D. Mylonas; E. Karavasilis; G. Velonakis; N. Kelekis; N. Smyrnis,NeuroImage: Clinical
iCi9CxjHjAod-mVEw2EFM6Pwp,iCi9CxjHjAod,mVEw2EFM6Pwp,flanker,Bimanual Eriksen Flankers Test,Entrance points,How action selection can be embodied: intracranial gamma band recording shows response competition during the Eriksen flankers test,F. Caruana; S. Uithol; G. Cantalupo; I. Sartori; G. Lo Russo; P. Avanzini,Frontiers in Human Neuroscience
jwKG7jx4uzSk-3LiMQ98Qm5Ty,jwKG7jx4uzSk,3LiMQ98Qm5Ty,flanker,Color Flanker Task,Superior temporal gyrus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-3rNTReU74Dg4,jwKG7jx4uzSk,3rNTReU74Dg4,flanker,Color Flanker Task,Postcentral gyrus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-CwuG2m5bTYTq,jwKG7jx4uzSk,CwuG2m5bTYTq,flanker,Color Flanker Task,Dorsal ACC/medial frontal lobe,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-ZLZ6ZXbwUGN2,jwKG7jx4uzSk,ZLZ6ZXbwUGN2,flanker,Color Flanker Task,Fusiform gyrus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-aUhXchhLqZUN,jwKG7jx4uzSk,aUhXchhLqZUN,flanker,Color Flanker Task,Cuneus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-nipU7Aic8QMs,jwKG7jx4uzSk,nipU7Aic8QMs,flanker,Color Flanker Task,Ventral ACC,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-wVJ5Rq5MZwfQ,jwKG7jx4uzSk,wVJ5Rq5MZwfQ,flanker,Color Flanker Task,Precentral gyrus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-xGZMZVmWv4PL,jwKG7jx4uzSk,xGZMZVmWv4PL,flanker,Color Flanker Task,Middle occipital gyrus,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
jwKG7jx4uzSk-xTygYHnATdwq,jwKG7jx4uzSk,xTygYHnATdwq,flanker,Color Flanker Task,Inferior occipital,Emotion triggers executive attention: Anterior cingulate cortex and amygdala responses to emotional words in a conflict task,Philipp Kanske; S. Kotz,Human Brain Mapping
mHuBy8FzKm8H-ucVcyHkrvZrV,mHuBy8FzKm8H,ucVcyHkrvZrV,flanker,Flanker Task,tab4,Executive control processes are associated with individual fitness outcomes following regular exercise training: blood lactate profile curves and neuroimaging findings,M. Pensel; M. Daamen; L. Scheef; H. Knigge; S. Rojas Vega; J. A. Martin; H. Schild; H. K. Strüder; H. Boecker,Scientific Reports
mkVs8Vfh8Qb7-4fHyfXzoqAbF,mkVs8Vfh8Qb7,4fHyfXzoqAbF,flanker,Flanker-Stop-Change Paradigm,IC 4,Functional parcellation of the inferior frontal and midcingulate cortices in a flanker‐stop‐change paradigm,S. Enriquez-Geppert; T. Eichele; K. Specht; Harald Kugel; C. Pantev; René J. Huster,Human Brain Mapping
mkVs8Vfh8Qb7-FxKHS5D7wVRz,mkVs8Vfh8Qb7,FxKHS5D7wVRz,flanker,Flanker-Stop-Change Paradigm,IC 5,Functional parcellation of the inferior frontal and midcingulate cortices in a flanker‐stop‐change paradigm,S. Enriquez-Geppert; T. Eichele; K. Specht; Harald Kugel; C. Pantev; René J. Huster,Human Brain Mapping
